"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"MGH100.P5.B07",1.47750401607005,-13.043600345507,-2.22176402129194,1.03745683319597,-2.59385240332183,-0.266834628072554,5.28837308712468,0.585302981938611,0.923562161336923,3.44992301782327,-0.80242871059103,2.99057089210847,1.1070448596105,-2.03647916044665,0.680834007531645,1.41298901427573,4.03579342324578,0.266881513236918,1.28230477593065,-1.54360699561641,-0.537280223671714,-0.905608723374869,0.634115072513149,-3.38123677494406,-0.93915732585383,2.5694465926336,0.460969251733802,-0.932421017470724,-0.455670708140939,-1.70254778384071,0.276406860538614,-1.13129561365816,-1.56790920939229,-0.496061668281288,1.45668087389416,-1.15327023704806,3.42765934007891,-0.410870582482896,-0.115699046424599,-0.40351576407169,-3.32183195010166,0.271490570337221,-0.0352755707276651,0.0105852168984112,-1.56481895778433,1.59670917187171,-2.58624013582671,-0.812867431841719,2.06930229197799,-1.26868450345848
"MGH100.P5.B08",7.69716181579248,5.8188044493015,1.59006325568991,-3.05154142657928,-2.37318357711858,-0.56484177781887,-2.15018262057976,-2.20177315602961,3.27090542012127,1.22401799508188,3.26486259449931,-1.21186049437318,1.18815608147326,0.239959996831154,3.62002918928644,-1.52440392046875,1.50083289114544,0.926598926770338,2.32726768341866,0.76305350339266,0.926054272902483,-0.970437819493445,1.25565701289631,0.0860156972494266,-1.46080354196273,0.592845356544344,-0.984888936909641,-0.452619582572564,2.65992734585874,1.02708189461584,-2.1570163674095,0.520188007689404,-0.741633646945005,-0.710263737521647,1.98704658483544,2.13138491628908,2.17482413161705,1.67964788633186,-0.354480093891672,0.713783038073966,-1.71659467455192,-0.125618426586035,3.68057101888965,-0.109015907098732,-0.0333362111391311,-1.80154770046325,-0.18923715663647,-1.19198902638114,-0.464967503086913,-1.45056209882457
"MGH100.P5.B09",-4.25013621811708,1.01028262413832,-1.29199841239618,6.65346270779269,-1.17134550238983,-4.77393373811412,1.22127266695311,1.01166833681702,-5.92252503049875,1.82473957461461,-1.29114922283377,0.113901608915359,3.85249800282018,-4.48274361506677,-2.44401749864071,-5.02429457428275,-0.811089436382268,-1.6279150444584,2.90282636934938,-2.4701665203933,-1.00804352730567,2.60798536603837,-2.08557245331177,-0.824696376041857,-2.32028240701184,-0.871360601644528,-2.00042961602621,-1.56477948062046,1.36210352921415,-1.7951957404105,0.174925058228942,-1.73817028343821,-3.27129983070831,1.45303183971174,2.78320181810127,1.79349917247654,-0.586727454516951,0.352582589510597,-1.64672311803549,-1.98125272899223,0.713837248722929,0.6604978325229,-0.794335402199576,-2.93120897350484,0.838215555434291,-0.0972005382710008,4.58795818454567,2.09975068232542,-0.968836052324772,-1.21027342212617
"MGH100.P5.B10",-10.2885314735683,-0.793645042124649,-1.93662238318052,-1.05364002978304,-1.63942913995225,2.09033197494964,-1.87091538121555,-0.983905436543188,2.78180675571325,2.31429388054195,1.35534092606917,0.651349744409792,2.00389352276659,-2.03734694959905,-4.55992862600796,-1.6466720841811,1.41446397221338,-4.49490517188498,0.0784317850102392,-2.60588837695883,1.43314215682968,2.26654420058527,-0.123321446162386,-3.69516956534128,-0.589973912513497,-1.47888906055916,0.123482400782507,-1.61249834340585,0.364136982296675,-1.06732567885558,-0.737824467293778,-1.38931838562882,-2.55678174942812,1.25322731485447,1.80525538967751,-1.42406322392344,3.91414773207745,1.72181123165795,1.05483032341243,1.49013493354907,0.440646621821587,0.0322513932286936,-1.53633957146237,0.426005636197727,1.62767042419906,-0.0298827752999916,0.30208047671358,-2.33072782590396,-1.42223299491695,-1.38189985406923
"MGH100.P5.C03",-1.18848979128898,-11.5003152385856,-2.08116993844682,0.00233773490974532,-1.23747679136489,0.849154674289499,3.28455477470371,0.489188832262562,0.545889434085335,1.23000832517109,-0.0767150279219774,0.0443298411398747,-0.343222824181807,1.30789495032636,-2.33630608905815,0.948970655914038,-0.731001837112773,-1.82413137282026,-1.97170640132536,0.847354018356231,1.85467094861146,-1.24713872813143,0.673948967382566,-4.42890245483755,-0.505141769660183,1.17724248384109,0.596579329222404,-1.92598246730219,-2.15010399992463,-1.03053379377183,-1.03274270265484,-2.00938694517423,0.106070751625146,-1.34146187398248,2.23453722323275,0.636242817517969,4.42290434378061,3.16977563845183,0.0243102161440329,1.15951749509082,-1.11539826211553,-2.31925969855249,-0.777961253017767,-2.98200471730041,1.35793852334226,2.78321670184123,-1.25744001661445,-0.695208607304109,-0.385906754445599,-1.80948041449836
"MGH100.P5.C04",13.7028347181292,-23.5899672032778,0.955286689317046,3.48766891934415,-4.9608225208062,0.740774890094038,3.30965508322283,0.357841766936317,5.96105693071627,7.82998124019069,0.614617392546381,2.78192727259234,0.314359858677033,-0.673171416535807,3.4034002025937,0.288128315158934,6.36651262523488,2.76521096219879,1.88425552387737,-4.5182794633763,1.67378106781633,-2.12996841279379,0.770452111904586,-1.58702406496387,-3.88724411236586,0.393773119103055,-0.358850811169437,0.623934066679532,1.42401208941353,-1.3195613002381,-1.95100630597594,-0.789556849679266,-3.47267414270982,2.15911992070799,3.63647918154809,-0.264084851700857,3.0309071028932,0.171655976316845,0.874882678725768,0.313407808282658,-1.87081286679068,0.824414206423059,-0.365586961704309,-0.776588273662349,-1.50947925312053,1.57985496699885,0.279076109875083,0.163106929215133,-2.74910466496381,0.931792356575319
"MGH100.P5.C06",-7.56023681450807,-0.146782034507518,-2.17108034861445,-3.39735908070079,1.26467865785179,2.84200976142826,-0.643734410184087,-0.861862361513618,-0.155109197367453,0.564956801210195,3.10691023334912,2.59964101038118,1.62649743029436,-2.37564469075363,-0.852631377805749,-1.77368872683936,0.856579632564359,0.38377844087564,0.501231390307497,-2.12843080277434,-0.542107009121237,1.52658412953492,2.13233815384974,-5.36499722968992,-1.3030596683292,0.00829620763994552,0.555069894401564,-2.3895249890573,-1.59018304272816,-2.83303742483035,-1.89766588483304,0.30819187157767,-2.23601204676299,2.45392418078962,1.12501440330378,-0.115139874848976,4.76829536253165,2.7418059890957,0.912735293017779,1.85648379171027,0.0595112676374466,0.893045499099736,-0.657620213324185,-2.1982203705291,1.40766059888869,-0.511449184871134,0.386552599171825,0.365785110281119,-2.61929752499167,-2.82134055075475
"MGH100.P5.C08",3.7515043251844,5.82151158123316,-1.83318144026999,-0.796072587478694,-5.06014254633397,-4.01986600160143,8.63998974010515,-1.73837864463115,0.951817722433579,-1.3365092544074,-0.901522354122529,0.450141721571529,0.128062483039719,2.07278613335562,-2.42276266365406,-1.24575092907537,-0.690531959088218,1.72009751548033,-0.162733154738892,2.25907736981697,-0.862774833589798,-0.851975344687831,-0.121647899205174,0.553019090131995,2.81680585785229,0.428333439143587,-2.88178092302704,-1.0633522145181,1.62963119897606,1.45124400175348,-1.04757736910888,-1.24338711677027,-2.16729224879652,0.170619906669319,1.3980144067411,0.25845550935814,1.12048695256332,0.669878922462434,-1.06669119008355,-2.40121851294619,-0.59660466668622,-0.228374633232694,-0.545614571298318,-0.466724496315468,-0.950184537105532,-0.558158712027453,-0.350162207691905,-0.4675607447487,-0.799098104799456,0.245092188173897
"MGH100.P5.C10",-8.94819364214673,1.06256702663395,-2.45184584591353,3.69477201457067,-0.580116408583422,-2.71975562036648,1.45719105698688,0.795545315984247,-0.979374309832692,1.986014526251,2.07976357454149,2.02779739840871,2.47489208352517,-1.90321922652667,-0.819715137547412,-1.79005327431192,0.509686056351704,-1.20460192359965,-0.0666446761839039,-1.8080131895413,-0.680681100557481,1.75682449461565,1.85585695072839,-3.18747901208298,0.0245447000177904,3.13063855257589,0.977184639730078,1.24216118833117,0.0581446914615687,-4.28222362261796,-1.7630332488788,1.53792992947276,-0.851316084928826,1.4669419847803,-0.00713293250738164,0.717368657815775,1.45903968509847,0.0259161951574129,1.33114521918069,0.765201660628362,-0.591882626833886,-0.755538803428086,-0.530251733828096,-0.711454506222666,1.95557826266381,0.117740379132563,-0.17891070174614,-0.4591858282953,-0.539006011437445,-0.7232980619759
"MGH100.P5.D01",6.08760416875554,-6.81136280237562,0.910226106162321,-0.212730220040334,-1.20058691978697,0.629809040696901,-8.28426237471081,0.392545960328913,-2.1736978121152,-1.15930656830292,5.30773915988176,-2.87374563694366,5.46028941112681,0.90951116940766,0.665722758412185,-2.24080879131325,-2.03766302438278,1.62234549123532,0.102937893042577,-1.94134862081326,1.55430355126554,-1.12357180220702,2.74953993585252,-1.787646271129,-1.33223906674323,0.24472676339016,0.609392261996286,-3.46201409961632,1.13691462415025,2.88166713764238,-3.69800222464486,-2.77926156383247,-4.13670823655547,0.669609741572231,0.874050220328413,0.191447256607439,2.77915021308591,1.52254603538495,-1.32797832374118,-0.25338464287527,-0.606429919243189,1.17134846300716,0.807843821320985,0.0670298682068432,1.12353620171105,-1.15660715193701,-1.12860043131856,-0.686195523119135,-2.63453928221513,-2.28800677588619
