"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DOPEY2",0.139229289421094,0.171000609955918,0.63,0.679,1
"KLK10",0.139338509656469,1.63915796926281,0.179,0.201,1
"CREB5",0.139383976387507,0.632236164921351,0.76,0.812,1
"KANSL2",0.139536159306415,0.457061905925054,0.495,0.517,1
"LRRC34",0.139630892221612,1.10279892919959,0.145,0.134,1
"KIAA1755",0.139703800608092,0.142861910734484,0.217,0.238,1
"RC3H1",0.139775818018206,0.153087354239628,0.863,0.896,1
"TMEM164",0.139918424779259,0.291222131253814,0.243,0.264,1
"OGFOD3",0.140186421034528,0.35984740626451,0.665,0.704,1
"ZNF786",0.14032593361507,0.22852479913486,0.262,0.293,1
"LOC100506810",0.1406216577059,0.896538696133743,0.017,0.022,1
"CCDC129",0.140695400668392,1.71353125106977,0.018,0.024,1
"NUDT8",0.140736108787998,0.433114683960166,0.059,0.05,1
"RREB1",0.140924042987886,0.334708389268137,0.209,0.227,1
"FOXD4L3",0.140995372404453,1.17899344759052,0.023,0.018,1
"IFT74",0.141070356329259,0.275085063422305,0.19,0.211,1
"B3GALT4",0.141075999594108,-0.225527562412811,0.029,0.036,1
"HIGD2B",0.141107645095435,0.347398920948181,0.023,0.017,1
"LOC285540",0.141141086666566,1.08871439950538,0.127,0.117,1
"ARMC9",0.141224133764418,0.283068206342106,0.675,0.697,1
"WDR96",0.141549047580174,0.602624406402675,0.045,0.054,1
"HK3",0.141660534346751,0.262304235638953,0.011,0.007,1
"AKD1",0.141792670332762,0.115190254388734,0.188,0.208,1
"STK4-AS1",0.141814883269757,1.92712992042316,0.025,0.019,1
"GREB1",0.141848173853207,0.178968881609368,0.935,0.947,1
"COX6B2",0.141871383727441,0.236383764578741,0.74,0.764,1
"MST1",0.142054844497936,0.227824055491998,0.149,0.134,1
"GINS4",0.142077854315428,0.252056487828782,0.542,0.588,1
"ZNF514",0.142144167641592,1.11271070486956,0.323,0.361,1
"HIST1H2AD",0.142174456170209,-0.903669255749128,0.029,0.036,1
"PRR19",0.142645525891038,-0.375394263335456,0.076,0.088,1
"GLS2",0.142821267998949,0.842173236022289,0.194,0.182,1
"NUBP2",0.142841815327291,0.162548111972947,0.624,0.643,1
"ZNF660",0.142844535370162,0.573095183440281,0.198,0.219,1
"DPAGT1",0.142872226496741,0.135341258446114,0.31,0.336,1
"AATF",0.143119958241737,0.152538166095766,0.538,0.547,1
"LOC388692",0.143201512664247,-0.10000573877666,0.588,0.62,1
"PRSS12",0.143365666780969,-0.581484170582789,0.084,0.094,1
"ZMPSTE24",0.143377514049093,0.486294264586052,0.49,0.51,1
"STBD1",0.143390370028502,0.756127241608108,0.096,0.085,1
"LOC286189",0.143535261821708,2.19692624508333,0.05,0.06,1
"AGPHD1",0.143585249676448,0.432570062875588,0.019,0.014,1
"RPF1",0.143614007583207,0.295108633589111,0.36,0.405,1
"C5orf34",0.143700455512235,0.913662323219102,0.148,0.138,1
"ANP32A-IT1",0.143785362742129,0.161381653417207,0.705,0.77,1
"NXPH2",0.143878810147799,1.06184959670023,0.014,0.019,1
"IL31RA",0.144012868143189,-0.379939289984635,0.172,0.192,1
"SLFNL1",0.144187400496231,0.658624329074882,0.053,0.045,1
"CNKSR1",0.14419647500632,0.454768830589948,0.065,0.055,1
"ZNF322",0.144287456156449,0.389882169589476,0.511,0.503,1
"LOC728342",0.144352347817204,0.373064430484507,0.257,0.286,1
"SNORA5C",0.144392943138667,0.602588943618744,0.007,0.01,1
"POMT1",0.144455842559555,-0.243571372913256,0.608,0.633,1
"FAM161A",0.144713625744829,0.423847685160483,0.665,0.725,1
"CEP135",0.144824417624831,0.916312847937549,0.547,0.591,1
"PABPC1P2",0.145104757517403,0.285050469575239,0.756,0.807,1
"DNAJA2",0.145273155724032,0.171422125980647,0.636,0.706,1
"GJA9",0.145356770702864,0.545367766748353,0.071,0.062,1
"TMIGD2",0.145360082207138,0.569279891861568,0.218,0.245,1
"SGTB",0.145491725480646,0.507440046145061,0.881,0.903,1
"ZNF259",0.145554986513544,0.126081830563109,0.33,0.356,1
"PLEKHB2",0.145607916146433,0.231861232426206,0.796,0.831,1
"SCAMP4",0.145628349578828,-0.138973612205348,0.841,0.871,1
"LSM11",0.145720230336055,0.689474559536133,0.018,0.024,1
"HSPA4L",0.145810567003503,0.522141872016983,0.261,0.242,1
"MPV17L2",0.145831202056175,0.197343993720623,0.234,0.219,1
"C17orf96",0.146223550787981,0.461819316502567,0.039,0.032,1
"C8orf48",0.146475778886252,1.14571798791846,0.019,0.025,1
"IGSF6",0.146597586324325,0.270340716501045,0.022,0.028,1
"MID1IP1",0.146905923758285,0.124742508608223,0.141,0.156,1
"UVRAG",0.146919858883638,0.638656631677949,0.281,0.313,1
"LRFN1",0.146952762085382,0.315412516799061,0.025,0.019,1
"SCARNA4",0.1470481803979,-0.248703062205993,0.008,0.012,1
"OPA1-AS1",0.147072166544887,-0.380471283044035,0.012,0.016,1
"USP30-AS1",0.147083538615931,0.212835533885248,0.025,0.032,1
"SLC6A16",0.147086893391388,0.195543456537925,0.03,0.037,1
"KIAA1984",0.147102943678215,1.6205368829466,0.057,0.048,1
"FAM76A",0.14710519941064,0.205804925926122,0.381,0.371,1
"PLIN1",0.147242632311259,1.65824964700408,0.011,0.007,1
"SPAG4",0.147264581736787,0.717675303007307,0.032,0.025,1
"IPO13",0.147331401394385,0.983252610702228,0.316,0.298,1
"SCARNA17",0.147594159116566,-0.418071188175533,0.087,0.098,1
"PEX2",0.147596805335523,0.233303641850906,0.499,0.528,1
"DGKH",0.147596979700451,0.799961102758425,0.109,0.122,1
"C15orf37",0.147703620254069,0.183653541674876,0.077,0.088,1
"ANKRD42",0.147810047006625,0.590834191525924,0.172,0.192,1
"GGCX",0.148173871966579,0.453121580776291,0.683,0.738,1
"ANXA1",0.14828462126379,-0.302994852061282,0.3,0.262,1
"HAT1",0.148365721395549,0.284491721968417,0.521,0.538,1
"HARS2",0.148384178244787,0.375882478249442,0.303,0.299,1
"LOC285696",0.148651301693186,-0.127440733286895,0.553,0.608,1
"C1orf101",0.148653458177584,1.77580325838245,0.03,0.038,1
"FANCB",0.148721478256961,0.398036603711418,0.12,0.136,1
"BARX2",0.148758077580768,-0.264563447720246,0.006,0.01,1
"PLEKHA3",0.148792124142221,0.588575654968292,0.144,0.159,1
"NDUFB3",0.148941018272485,0.149532964809848,0.686,0.685,1
"KRI1",0.1489735761394,0.568024781994732,0.415,0.422,1
"CIC",0.149006127465589,0.16103530591558,0.518,0.513,1
"USP13",0.149186276749454,0.46011869066491,0.486,0.482,1
"NOMO3",0.149312911353325,0.53472766578805,0.143,0.163,1
"LINC00842",0.149381378445113,0.845474073580634,0.021,0.015,1
"CTBS",0.149550170048842,1.13106687390566,0.185,0.173,1
"WDTC1",0.149596897935769,0.119835465299525,0.276,0.295,1
"IRAK1BP1",0.149728997509521,0.665082471606682,0.133,0.122,1
"TAS2R43",0.149801148634162,0.955883446426214,0.068,0.079,1
"SRR",0.150048911002869,0.17927634138573,0.376,0.411,1
"CEP44",0.150086433168246,0.434821516933368,0.495,0.503,1
"CNBD2",0.150093728754793,0.173555206447296,0.017,0.012,1
"SNORA22",0.150185838740047,0.543050934449483,0.021,0.016,1
"AFG3L1P",0.150384117640396,0.294288396252353,0.44,0.467,1
"DMRTC1",0.150569447726052,0.81434070289785,0.033,0.041,1
"DMRTC1B",0.150569447726052,0.81434070289785,0.033,0.041,1
"TMEM42",0.150682363434683,0.624511772526058,0.161,0.15,1
"EEPD1",0.150882482712079,0.883799088922713,0.209,0.199,1
"CLEC4GP1",0.151016253583523,0.288261387827187,0.616,0.658,1
"SAFB2",0.151036463211592,0.102534621543151,0.633,0.638,1
"CASP8",0.151042739802271,0.998348009530637,0.539,0.565,1
"LOC440356",0.151080310633616,2.71616021725273,0.01,0.006,1
"HOXA11",0.151167611752558,0.165409548330258,0.043,0.051,1
"CCDC61",0.151392138167113,-1.09507185469565,0.042,0.05,1
"NOM1",0.151439188558802,0.819718758880689,0.705,0.745,1
"LOC389705",0.151496982239507,0.115176700252065,0.052,0.061,1
"RSG1",0.151562126561826,0.36373367381579,0.042,0.034,1
"TRIM38",0.1516115802699,0.415330802877638,0.206,0.225,1
"LINC00092",0.151665707029385,0.144879882852121,0.313,0.349,1
"ANKRD12",0.151698430735294,0.35130209161768,0.915,0.939,1
"GPR62",0.151703938278114,-0.460160611211779,0.008,0.012,1
"EIF3B",0.151844891115128,-0.321776147662045,0.625,0.645,1
"FLJ43681",0.151939068845514,-0.40507007046806,0.653,0.692,1
"DGCR11",0.151980750849452,-0.348253071756137,0.095,0.107,1
"PLAC8",0.151988346140385,0.246089999352916,0.667,0.697,1
"MOGAT3",0.152013431702763,0.193135455240319,0.101,0.115,1
"CHADL",0.152033970501468,0.360574323616486,0.049,0.058,1
"C14orf178",0.152046610385443,0.295727832324756,0.166,0.186,1
"IWS1",0.152164618767232,0.308225284112116,0.526,0.575,1
"DDX47",0.152509681770461,0.177575611678854,0.578,0.625,1
"C6orf48",0.152538114378912,0.282565662763207,0.782,0.789,1
"ATM",0.152729984384036,0.372707981217392,0.821,0.857,1
"CLDN7",0.152944956486761,-0.780287830154674,0.011,0.016,1
"PABPC4L",0.15312270073449,1.97601141335234,0.015,0.01,1
"THYN1",0.15317490355677,-0.184344134540124,0.568,0.608,1
"LGSN",0.153182189224666,1.71727461401412,0.215,0.243,1
"LOC100129917",0.153267171983899,0.834272792577138,0.242,0.233,1
"LOC100128288",0.15334347379571,0.175587454131656,0.803,0.843,1
"FKBP7",0.15336396453562,0.925545694187595,0.225,0.215,1
"TULP3",0.153478853878399,0.614333378288502,0.312,0.302,1
"ABHD14B",0.153671790352418,0.592147780222667,0.165,0.183,1
"SCN11A",0.153707360322054,0.249539854164879,0.725,0.782,1
"LRRC37BP1",0.154073578246719,0.141103191060584,0.862,0.882,1
"TGIF2-C20orf24",0.154106456461813,-0.658590878487031,0.09,0.101,1
"LOC100287072",0.15416268166636,0.287211490987159,0.038,0.046,1
"IFT140",0.154233033809657,-0.315908353622775,0.274,0.295,1
"FYTTD1",0.154242084905513,0.1343278031289,0.643,0.701,1
"ABHD16B",0.154387819648194,-0.241657857645007,0.088,0.1,1
"MAB21L2",0.154627491525326,-0.618077409093681,0.01,0.006,1
"FBXL22",0.154758682939048,0.614723366518437,0.032,0.039,1
"ANGPTL2",0.154954183911585,0.407818873892533,0.384,0.377,1
"TGM1",0.154993123858024,0.982243213332619,0.023,0.017,1
"ABHD4",0.15502872327537,0.307196033270328,0.347,0.34,1
"ZNF385A",0.155153938694301,0.730526860743548,0.108,0.123,1
"ECHDC1",0.155203093738918,0.517878826619238,0.496,0.511,1
"RUNDC1",0.155212955197359,0.163881917740709,0.941,0.964,1
"PACSIN3",0.155234369328858,0.839535058159068,0.061,0.052,1
"SLX4IP",0.155596230894982,0.759682227820677,0.17,0.19,1
"FUT6",0.155639629992257,0.395445842804264,0.58,0.602,1
"HPR",0.155645713154697,0.513721068413619,0.039,0.047,1
"COA5",0.155752066338943,0.283709117613922,0.506,0.507,1
"PRR16",0.155947774242947,2.08716919192099,0.022,0.028,1
"NEDD8-MDP1",0.156197551131516,0.518321845773717,0.023,0.029,1
"C1orf168",0.156333014458229,2.0145676610013,0.014,0.01,1
"ZNF416",0.156376703940838,0.5870371346346,0.123,0.112,1
"CPSF6",0.156546195281641,1.71704756522966,0.837,0.884,1
"TREM1",0.156786286101251,1.02753142546588,0.023,0.029,1
"SLC25A34",0.156985669445996,0.112201566526247,0.618,0.653,1
"ABCA8",0.157278187163517,-0.28259275669422,0.137,0.12,1
"APLN",0.15764558144769,1.11271344698815,0.039,0.032,1
"MROH9",0.157959569602215,0.278154780641317,0.01,0.014,1
"POP5",0.158198062945406,0.38029562700049,0.383,0.381,1
"PSD4",0.158379474625383,1.31514563052309,0.013,0.008,1
"ADAM21P1",0.158394453168014,-0.750858546681901,0.008,0.011,1
"TMUB1",0.158429811483529,-0.100871984399495,0.255,0.276,1
"TMED5",0.158500971416848,0.288927790690208,0.632,0.636,1
"PMM2",0.158579509210827,0.172508785435698,0.363,0.353,1
"GGACT",0.158798516320868,-0.357973031867968,0.059,0.068,1
"CAHM",0.15885258130681,0.234108214809344,0.132,0.12,1
"BHMT",0.158871421370589,-0.163372854672592,0.022,0.016,1
"SCP2",0.159606351878934,0.2215967610714,0.728,0.776,1
"KDM4B",0.159752298792599,0.292982904767227,0.365,0.354,1
"C18orf25",0.159761421203053,0.379654287337433,0.484,0.481,1
"CLEC19A",0.159877084712738,0.309154693655669,0.206,0.23,1
"TMOD4",0.160057685061378,1.06356376698107,0.026,0.02,1
"IGF2BP3",0.160086498731672,0.140237121473226,0.422,0.443,1
"EIF2S2",0.160167712173851,0.159000908938431,0.732,0.803,1
"SSR3",0.160214864530188,0.430891446095982,0.891,0.936,1
"PTCHD4",0.16025059928462,0.535574874919562,0.68,0.731,1
"UOX",0.160290207322766,2.41660816286539,0.017,0.012,1
"LARP4",0.160495767140162,0.435487677219407,0.646,0.64,1
"FAM178B",0.160722597399836,1.01954432317371,0.011,0.007,1
"CEBPB",0.160883750878481,-0.81287013434331,0.093,0.104,1
"TMEM131",0.160932066598502,0.440633313469283,0.443,0.433,1
"FOSL1",0.160991879975794,-0.607710502714159,0.101,0.113,1
"ALG10",0.161163766288965,0.649438614712338,0.161,0.177,1
"GOLGA8S",0.161459717437606,1.45291400423183,0.139,0.129,1
"FAM149A",0.16151222925535,0.635834876662309,0.061,0.051,1
"ALS2",0.161525637262386,0.426199375197255,0.378,0.372,1
"LINC00152",0.161629800137579,0.430252806869019,0.268,0.256,1
"HERC2P9",0.161833836903906,-0.148760736161694,0.781,0.812,1
"GALNT6",0.162066888793615,0.271694028777888,0.577,0.638,1
"CCZ1",0.162186388566912,0.521657060212748,0.412,0.412,1
"AOC2",0.16219295674626,1.08850040827157,0.03,0.037,1
"FAM108C1",0.162208222037438,0.367342383006663,0.111,0.101,1
"LOC728218",0.162226091136198,-1.56761460189352,0.085,0.097,1
"CLASP1",0.162790448494159,0.119751081459339,0.769,0.769,1
"PACSIN1",0.162809360742657,0.497984638266916,0.013,0.009,1
"RAPGEF3",0.162832195164699,1.0506833453131,0.101,0.091,1
"TMEM145",0.162942327799124,-0.345095668104987,0.15,0.165,1
"WDR92",0.162958663589197,0.294358123058651,0.829,0.864,1
"PIGQ",0.162983744508134,-1.00173841763724,0.558,0.551,1
"MTFR2",0.163056102311714,-0.463466576613961,0.062,0.071,1
"DHX37",0.163338250652581,-0.317419475191526,0.257,0.276,1
"DOC2A",0.163480698252387,0.79167758724339,0.031,0.025,1
"FOXD4L6",0.163788441495735,0.308117396286697,0.017,0.022,1
"IL1A",0.163979223981814,2.52410542314614,0.017,0.012,1
"DMRTA1",0.164062384880102,1.90891568191139,0.017,0.012,1
"ZFAND2B",0.164305697470781,0.395647940181844,0.298,0.29,1
"HFE",0.164333508326314,1.27083704802695,0.046,0.038,1
"CWC22",0.164718600717844,0.301261235112817,0.525,0.561,1
"TMEM183A",0.164833655572408,0.274430271032722,0.146,0.162,1
"KCNJ13",0.164921464358259,-0.189239470891602,0.072,0.082,1
"CYP1A2",0.165155614671847,0.240752954839817,0.767,0.806,1
"RGS8",0.165180074678422,0.647839047537834,0.043,0.036,1
"LOC254128",0.165246771897581,0.864927753881203,0.174,0.163,1
"SNORD62A",0.165416126735014,0.257470220754863,0.018,0.023,1
"SNORD62B",0.165416126735014,0.257470220754863,0.018,0.023,1
"STRN",0.165435470281751,0.762266205332621,0.271,0.3,1
"PERP",0.165463277861734,1.1304308648959,0.141,0.158,1
"A1BG",0.165572011918095,0.20147138658912,0.164,0.15,1
"TMUB2",0.165673506695292,0.239788915825366,0.433,0.425,1
"UGCG",0.165856143908577,0.207845992685865,0.191,0.208,1
"SYTL3",0.16585889016473,1.08191388166239,0.03,0.024,1
"INADL",0.165863793969839,0.72607145686468,0.746,0.781,1
"ADAMTS1",0.166017712305915,0.429268901237864,0.249,0.238,1
"MMEL1",0.166113674848675,0.58759068394129,0.007,0.011,1
"SMLR1",0.166228639328282,-0.48319177478582,0.012,0.016,1
"UVSSA",0.166462782265144,0.477862135464155,0.427,0.43,1
"LCORL",0.166469991689748,0.169158774925152,0.386,0.42,1
"MNX1",0.166480235157463,1.72927438912602,0.033,0.027,1
"RICTOR",0.166661342250996,0.386620339317194,0.505,0.5,1
"TECRL",0.166669097926797,-0.789038574208811,0.168,0.187,1
"RAB43",0.166844322721636,0.479613471795821,0.131,0.145,1
"MKS1",0.166891992011071,-0.150963424441885,0.276,0.294,1
"KBTBD8",0.167092083284451,0.106443997042981,0.086,0.098,1
"GPR160",0.167241705376236,1.70521638941977,0.023,0.018,1
"PNPLA5",0.167392654654665,1.43166119671368,0.009,0.013,1
"FLJ13224",0.167428283371795,-0.426130242996023,0.013,0.018,1
"C2orf76",0.167675146587611,-0.175648785634501,0.191,0.208,1
"ZNF19",0.167681218183799,0.90654447567614,0.089,0.079,1
"DSG3",0.167900164968353,0.194346433289912,0.514,0.561,1
"LOC440600",0.168281068536048,0.512162499786353,0.352,0.388,1
"TMEM251",0.168378804149207,0.270353208954411,0.214,0.236,1
"USP33",0.168808391415451,0.17568273228584,0.969,0.98,1
"DPF1",0.168829285298625,0.226541280212584,0.253,0.244,1
"STARD10",0.168967869083421,0.127835737752871,0.133,0.15,1
"MARC2",0.169018162097282,0.450025070706628,0.079,0.069,1
"CLIC2",0.169147626505597,2.32757824618827,0.051,0.044,1
"RAB3B",0.169171525104755,0.522135806711096,0.804,0.819,1
"TMEM51-AS1",0.169182086034392,1.73294352257217,0.06,0.051,1
"PPAN",0.169442642132742,0.602904620765984,0.165,0.154,1
"KCNH4",0.169755625893185,0.370214521930777,0.034,0.028,1
"PLEC",0.169763094317936,-0.12066938611611,0.467,0.488,1
"FAM86EP",0.169952854537114,0.527894970267013,0.267,0.257,1
"C21orf49",0.170047508316388,0.882814288120131,0.158,0.149,1
"LOC100630923",0.17010048163035,0.96477194684042,0.093,0.082,1
"NEIL3",0.170126048247954,0.423618218167645,0.086,0.098,1
"LETMD1",0.17013381552598,0.203991008575191,0.32,0.299,1
"PTPMT1",0.170165122833278,0.21529251385841,0.512,0.545,1
"FAM91A1",0.170259970557912,0.165572671605159,0.364,0.379,1
"MRPL35",0.170306693403572,0.613436028192484,0.306,0.301,1
"CCL28",0.170314795666294,-1.27582887013262,0.057,0.067,1
"FCGR2B",0.170370277873497,-1.57374581537817,0.024,0.031,1
"OXER1",0.170434597481326,0.280873790496669,0.021,0.027,1
"TREX2",0.170472154788656,-0.816322002141216,0.009,0.012,1
"SCAMP1",0.170473608743039,0.16510493765021,0.848,0.877,1
"NETO2",0.170687601926413,0.79054733099927,0.303,0.341,1
"PDZD9",0.170782796438312,-0.431664310154967,0.03,0.037,1
"TPP1",0.170969950413567,0.498091188065058,0.594,0.584,1
"CSNK2A3",0.171385630706306,0.706301258206476,0.06,0.051,1
"WDHD1",0.171718255327989,0.438073662302996,0.225,0.209,1
"SNORA10",0.171730522591003,1.01252899786411,0.041,0.034,1
"ZEB2",0.171863857295765,0.227368984104703,0.808,0.85,1
"BEST2",0.171929943456622,0.317121774276575,0.018,0.013,1
"CXCL17",0.171997454898692,-0.101408253143244,0.013,0.018,1
"GRPEL1",0.172107936371584,0.420616671580659,0.351,0.347,1
"C3orf35",0.172117512726332,0.400544291327165,0.056,0.065,1
"PAXIP1",0.17231666666215,0.46917898769191,0.233,0.219,1
"AP5B1",0.172329185278428,0.632697046792972,0.628,0.667,1
"ACPT",0.172517669336527,0.178931835825418,0.049,0.041,1
"EIF4E3",0.172687018070694,0.634220790841147,0.13,0.144,1
"RAB13",0.172784391651606,0.484637584829831,0.501,0.516,1
"PIH1D3",0.172804717093856,0.332279009633849,0.146,0.163,1
"BRWD1-IT2",0.172812855520033,0.756469550324389,0.026,0.02,1
"C10orf55",0.172828587063552,0.837038504770554,0.021,0.027,1
"SSX2IP",0.172885595310565,0.903400541832814,0.221,0.214,1
"CNNM3",0.172967992992527,0.416236538527724,0.898,0.933,1
"TRPM7",0.173244879107103,0.19299045291781,0.922,0.944,1
"PDPR",0.173295318321092,0.429715843545375,0.542,0.538,1
"GALNS",0.173298177423941,0.508278405170898,0.297,0.286,1
"MIS12",0.173524264013171,0.523421414916191,0.284,0.314,1
"GNAQ",0.173678190500792,0.463850805536754,0.195,0.215,1
"ACAD10",0.173723315963018,0.200510962100211,0.39,0.368,1
"GABARAPL2",0.174024138336277,0.148505371837935,0.836,0.869,1
"C22orf24",0.174065874933629,0.741910735729482,0.009,0.012,1
"UBE2D2",0.174191063413108,0.132834909564253,0.76,0.77,1
"TTC14",0.174369557909132,0.291125887965503,0.43,0.468,1
"WDR67",0.174461677833258,0.732081856738625,0.156,0.144,1
"HMSD",0.174573399878741,-0.745141121206486,0.012,0.016,1
"LINC00487",0.174701005248396,0.69504732651894,0.01,0.014,1
"TM9SF4",0.174897749815479,0.168093541544613,0.555,0.599,1
"CCL22",0.175007353479837,0.451039254550723,0.692,0.745,1
"C12orf29",0.175380353849455,0.585531973405111,0.362,0.367,1
"PLN",0.175389118121733,1.58341883182577,0.03,0.037,1
"MAP4K1",0.175455447004112,1.85333850119968,0.064,0.056,1
"LINC00032",0.175478903809586,-0.356507377774953,0.038,0.031,1
"LZTFL1",0.175598324215717,0.636709088694689,0.197,0.218,1
"ANKRD9",0.175770792165605,-0.770143236780112,0.01,0.014,1
"ATP5G1",0.175810944456295,-0.17730037667554,0.675,0.689,1
"LOC100506388",0.175912563671598,-0.900287557969355,0.018,0.023,1
"LOC730668",0.175982639689314,0.776692321901563,0.135,0.15,1
"TMEM27",0.176007506185282,0.742182462464974,0.019,0.024,1
"SLC43A1",0.176068021865512,0.428348587044254,0.058,0.067,1
"ASIC1",0.176087161673507,0.306567042942286,0.269,0.259,1
"TMEM254-AS1",0.17637728337458,0.920937210845046,0.315,0.31,1
"ARID3A",0.176387926443117,0.964861694731799,0.053,0.045,1
"RNF103",0.176446950980144,0.586017954361995,0.241,0.263,1
"DNAJB4",0.176544013606631,1.03477629451609,0.25,0.244,1
"TNNI1",0.176781648178503,0.14006541150398,0.496,0.544,1
"LMF1",0.176793476133727,0.568682064934495,0.705,0.703,1
"RTBDN",0.176811934770104,0.519573147226001,0.203,0.224,1
"THAP6",0.176934401704217,0.801233212986312,0.534,0.551,1
"PDLIM3",0.177106302552635,0.414244065796497,0.29,0.281,1
"POLR1A",0.177232327173827,0.22659761695021,0.584,0.582,1
"FLYWCH2",0.177810118652632,0.417761500553884,0.392,0.394,1
"KREMEN2",0.177868396608723,4.10805893570136,0.01,0.007,1
"HMBOX1",0.177873959051335,0.10811775796263,0.605,0.615,1
"MAPKAPK5-AS1",0.177898347862241,0.385981125479779,0.367,0.369,1
"TCEAL1",0.178154130714148,0.182972495065671,0.346,0.375,1
"HUS1B",0.178260149986666,0.517683022923772,0.01,0.014,1
"KLHL24",0.178566678236706,0.417751030048831,0.7,0.709,1
"UNC80",0.17857832653584,0.290337207271974,0.505,0.5,1
"MRPL16",0.178793831728366,0.156113165033569,0.421,0.454,1
"AKIRIN1",0.178813087196991,0.165079560573033,0.712,0.78,1
"RBM27",0.179007315303208,0.255390070162621,0.493,0.545,1
"FNDC7",0.179062747227685,0.812402646770521,0.025,0.019,1
"LOC100131067",0.179197343750359,0.154258137948932,0.626,0.68,1
"ANKRD36B",0.179227320629258,0.247611353471847,0.894,0.934,1
"LOC152742",0.179300613520421,1.82772022018594,0.012,0.008,1
"PP14571",0.179528480062081,0.484727845207117,0.022,0.016,1
"LOC728377",0.179561103946559,1.89205602366569,0.01,0.007,1
"C1orf229",0.179628804829302,0.362904224780447,0.509,0.559,1
"OTUD4",0.179663300991779,0.407715736335562,0.289,0.312,1
"LOC255411",0.179731031423388,1.21607968881963,0.01,0.007,1
"SPOPL",0.179948996763391,0.941541060143974,0.161,0.149,1
"GYPE",0.180260533484569,2.27754150157472,0.032,0.025,1
"SNORD77",0.180297623823396,0.402827647614215,0.006,0.01,1
