"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LOC388152",2.13146402512146e-12,-0.259174502476238,0.246,0.338,4.73078440375709e-08
"LINC00670",2.14282080581323e-12,0.549263728022707,0.897,0.901,4.75599077850246e-08
"SLC16A3",2.15665096786596e-12,-2.40081159183107,0.038,0.08,4.7866868231785e-08
"PRRT4",2.20767637661235e-12,-0.66815569330196,0.027,0.064,4.8999377178911e-08
"PTGES2",2.21836879431219e-12,-0.537319691303529,0.227,0.313,4.92366953897592e-08
"INO80",2.2806602621692e-12,-0.148875022212941,0.257,0.351,5.06192545188454e-08
"CD81",2.28365786328528e-12,-0.203905748567465,0.472,0.583,5.06857862756169e-08
"CXADR",2.34423709453569e-12,-0.492898021212457,0.823,0.877,5.20303423132196e-08
"PPP1R1A",2.36421792402213e-12,-0.461348843665628,0.007,0.028,5.24738168236711e-08
"LOC100505806",2.3751839503222e-12,-0.958652703211085,0.076,0.131,5.27172077774012e-08
"NDUFB4",2.41765835925373e-12,-0.271951926791989,0.679,0.768,5.36599272836365e-08
"YES1",2.43261079383715e-12,0.965330927722928,0.828,0.838,5.39917965692155e-08
"SSBP2",2.45703705598844e-12,0.50527694315354,0.691,0.644,5.45339374576634e-08
"NDUFC2-KCTD14",2.45728553499232e-12,1.99435025530912,0.065,0.021,5.45394524491546e-08
"STIP1",2.47608502569227e-12,-0.383292369776651,0.717,0.798,5.495670714524e-08
"KIAA1549L",2.48453520161934e-12,-0.135765573007337,0.18,0.26,5.51442587999412e-08
"MIMT1",2.50057778607186e-12,-1.66142756185635,0.02,0.053,5.5500323961865e-08
"JPH1",2.54658159083785e-12,2.21289339418838,0.072,0.027,5.6521378408646e-08
"C11orf74",2.56057347556181e-12,-0.4770636959228,0.21,0.295,5.68319282900943e-08
"CBLN2",2.59358001843812e-12,-3.31617806635441,0.001,0.014,5.7564508509234e-08
"CBFA2T2",2.61407938848574e-12,1.05033031659019,0.881,0.894,5.80194920274409e-08
"MAP4",2.67261787824671e-12,0.503903264657494,0.898,0.854,5.93187538076857e-08
"DPY19L1",2.697626573088e-12,0.730672193579792,0.483,0.404,5.98738217896881e-08
"UBTD1",2.72805607628524e-12,-0.685235385744355,0.047,0.093,6.0549204613151e-08
"GAPVD1",2.74580056013998e-12,-0.197906004876146,0.611,0.721,6.09430434323068e-08
"ADA",2.77207706392435e-12,1.9709332316278,0.13,0.071,6.15262504338009e-08
"C8orf46",2.79297561022464e-12,1.11426174954885,0.551,0.497,6.19900936689359e-08
"YLPM1",2.79982500621287e-12,-0.299784324762131,0.755,0.782,6.21421160128946e-08
"HRH2",2.83380103669706e-12,-0.472010420001098,0.033,0.073,6.28962140094911e-08
"PCDHGA8",2.86101586181773e-12,0.873780066883746,0.187,0.116,6.35002470530446e-08
"ZMYM5",2.88269349352294e-12,-0.120133997331863,0.723,0.803,6.39813820887417e-08
"PTPN7",2.89490170527261e-12,-5.94267770412067,0.046,0.09,6.42523433485257e-08
"MTX1",2.90548830090042e-12,-0.462562314964492,0.352,0.455,6.44873128384849e-08
"FARP2",2.91822692279109e-12,-0.858416083137167,0.435,0.518,6.47700465513481e-08
"N4BP2L1",2.97186462303128e-12,1.51427865683795,0.126,0.067,6.59605353081793e-08
"TCEB3C",2.98191341024255e-12,1.48330895591081,0.099,0.045,6.61835681403334e-08
"SNX12",2.98292440873679e-12,-0.411140970673996,0.222,0.303,6.6206007251913e-08
"SLCO5A1",2.98714644907591e-12,-0.590699266155226,0.081,0.139,6.62997154372397e-08
"FUBP3",3.02916651798318e-12,0.256707656006504,0.308,0.421,6.72323508666366e-08
"APBB2",3.04243029549877e-12,-0.647386145022419,0.689,0.758,6.75267404085953e-08
"CCT6A",3.05947301656382e-12,0.477969121061635,0.939,0.94,6.7905003602634e-08
"SPC25",3.10229219383404e-12,0.536517325839649,0.982,0.992,6.88553752421466e-08
"KIF4A",3.12088382835107e-12,-0.428367737473654,0.138,0.211,6.92680165702519e-08
"LSAMP-AS3",3.23417586729029e-12,-0.418115003266664,0.045,0.09,7.17825333745081e-08
"SF1",3.31999682953848e-12,-0.352588903307367,0.882,0.897,7.36873296316066e-08
"EXOSC4",3.3253055057923e-12,-0.355574076330099,0.426,0.527,7.38051557010602e-08
"CD79B",3.3669594490393e-12,-3.070826655843,0.001,0.015,7.47296649714272e-08
"SMYD3",3.38585977747231e-12,-0.23209544429588,0.312,0.406,7.51491577609979e-08
"LOC100505540",3.45255503839799e-12,-0.22021791155748,0.023,0.057,7.66294590772434e-08
"PURA",3.49771032241025e-12,0.989700920743339,0.362,0.286,7.76316806058956e-08
"SPRY2",3.55757758302396e-12,-0.143565387952844,0.427,0.528,7.89604344552167e-08
"ZNF679",3.60754396396914e-12,-2.29963322088545,0.033,0.072,8.0069438280295e-08
"ZNF160",3.67688190395125e-12,0.959118846810397,0.817,0.824,8.1608393858198e-08
"CSGALNACT1",3.69593192913231e-12,-0.29424759223587,0.264,0.346,8.20312091670915e-08
"ZSWIM6",3.75236140157449e-12,-0.212600859973929,0.381,0.477,8.32836613079458e-08
"CECR2",3.7535893671751e-12,0.972661532089165,0.287,0.201,8.33109160044514e-08
"ZFP69",3.84578090206195e-12,-0.806360195020714,0.051,0.099,8.5357107121265e-08
"C1orf174",3.8839837803047e-12,-0.515057514367305,0.738,0.811,8.62050200038629e-08
"FAM89B",3.91853714704232e-12,-0.683943271844964,0.091,0.151,8.69719319786044e-08
"BCL3",3.92095308241199e-12,-0.879595279669979,0.072,0.125,8.7025553664134e-08
"SLC2A6",4.05625158333811e-12,-0.737280154654951,0.46,0.541,9.00285038921893e-08
"IQGAP3",4.112569404434e-12,-0.646652177445161,0.131,0.201,9.12784779314125e-08
"EHD1",4.13200012994683e-12,-0.471098217064175,0.422,0.514,9.17097428841698e-08
"ETV1",4.13488570328721e-12,1.13057756697408,0.819,0.834,9.17737881844596e-08
"DTX3",4.25963565733492e-12,1.49529424558299,0.487,0.599,9.45426134145486e-08
"AP2A1",4.29904158421796e-12,-0.199791959229782,0.587,0.678,9.54172279617177e-08
"TRUB2",4.37752966080378e-12,-0.36076395970161,0.355,0.458,9.715927082154e-08
"ASUN",4.44264263320141e-12,-0.522502507978508,0.312,0.405,9.86044532439053e-08
"PMPCA",4.46776383377663e-12,-0.328432744419731,0.515,0.617,9.91620182906724e-08
"SLC8A3",4.47649298793608e-12,-0.253592095792077,0.062,0.114,9.93557618672413e-08
"LEPREL2",4.47973461740751e-12,-0.463009783649232,0.135,0.207,9.94277098333598e-08
"RIOK1",4.48302079206915e-12,-0.561146565748118,0.332,0.432,9.95006464799748e-08
"SNAP25",4.51213836318902e-12,0.650159204626379,0.229,0.335,1.0014691097098e-07
"USE1",4.52608435847203e-12,0.578851402861511,0.494,0.427,1.00456442336287e-07
"TAF7",4.54057272251204e-12,0.550479396498318,0.845,0.845,1.00778011576155e-07
"NEK5",4.54291359215586e-12,0.507792162971633,0.957,0.96,1.00829967177899e-07
"PIN4",4.55781611410806e-12,-0.246488440699921,0.379,0.48,1.01160728652628e-07
"PARP14",4.56890464180284e-12,1.32695202373942,0.663,0.643,1.01406838524814e-07
"USP44",4.57749102969512e-12,-0.585081581876717,0.027,0.064,1.01597413404083e-07
"RPE",4.65671611650379e-12,0.958755557045851,0.492,0.427,1.03355814205802e-07
"PFN3",4.66886848201121e-12,-6.37388178631809,0.001,0.012,1.03625535958239e-07
"NRIP3",4.85814037834087e-12,-1.70653186745735,0.774,0.833,1.07826425697276e-07
"EPB41L4A-AS1",4.96399537132973e-12,-0.22129923361591,0.434,0.542,1.10175877266663e-07
"RBM42",5.01070603325799e-12,0.336279872132776,0.672,0.61,1.11212620408161e-07
"NUDCD3",5.03460943857307e-12,0.520562879469622,0.728,0.656,1.11743156489129e-07
"SEMA5B",5.10087548841025e-12,-0.208466280024726,0.438,0.532,1.13213931465265e-07
"PCDHGA5",5.10447044735724e-12,0.876559846324826,0.151,0.086,1.13293721579094e-07
"ZNF138",5.16228898900941e-12,1.23695201316829,0.491,0.425,1.14577004111064e-07
"GRAMD2",5.19825639769458e-12,-0.739340047051045,0.019,0.05,1.15375300746831e-07
"ZNF43",5.25203473950099e-12,0.8593541975486,0.875,0.864,1.16568911043224e-07
"NHLRC4",5.28374151201721e-12,-4.42510025868011,0.005,0.023,1.17272642859222e-07
"ZNF253",5.28635659211232e-12,1.10433934426077,0.592,0.546,1.17330684561933e-07
"CTTNBP2NL",5.29029764534576e-12,-0.194197983361454,0.525,0.623,1.17418156238449e-07
"KCNMB3",5.29736579548998e-12,1.16433622137777,0.225,0.15,1.175750338309e-07
"TARSL2",5.33329473737175e-12,-0.105956078682422,0.215,0.301,1.18372476695966e-07
"CNOT6",5.39178080914444e-12,-0.118282717903616,0.323,0.416,1.19670575058961e-07
"GGA1",5.43110885785704e-12,-0.234994324089152,0.544,0.634,1.20543461100137e-07
"ZBTB8A",5.55465276571304e-12,0.591311515676587,0.979,0.989,1.23285518135001e-07
"PEX26",5.57519747762123e-12,-0.218884270065099,0.607,0.718,1.23741508015803e-07
"STRBP",5.59414651542779e-12,-0.316030653240509,0.255,0.342,1.2416208190992e-07
"ORMDL3",5.64394981749102e-12,-0.429940681863534,0.28,0.369,1.25267466199213e-07
"ARL9",5.65153038768508e-12,2.42775806373539,0.092,0.041,1.2543571695467e-07
"TYW1",5.67200713363502e-12,0.706914806839064,0.507,0.428,1.25890198331029e-07
"THEM5",5.72096813740912e-12,-0.797415018740353,0.003,0.019,1.26976887809795e-07
"NR3C2",5.75519967554014e-12,1.70689383917577,0.118,0.06,1.27736656798613e-07
"NACC2",5.83721315822666e-12,-0.427970297891809,0.242,0.331,1.29556946046841e-07
"WLS",5.83944787841102e-12,-0.226747297183008,0.564,0.659,1.29606545661333e-07
"LOC155060",5.88509700629009e-12,1.0998538976541,0.38,0.306,1.30619728054608e-07
"BAG1",5.98997998336276e-12,-0.335362425053156,0.419,0.508,1.32947605730737e-07
"LOC100130855",6.00920400045441e-12,-0.144348886097165,0.068,0.121,1.33374282790086e-07
"FLJ12825",6.06116623319959e-12,-0.720281860381249,0.357,0.438,1.34527584545865e-07
"C5orf49",6.06321077223924e-12,-1.03738642526298,0.024,0.058,1.3457296308985e-07
"METTL8",6.08999366797331e-12,0.962245594184642,0.898,0.916,1.35167409460668e-07
"ADM",6.13865086427413e-12,1.69809277879272,0.169,0.105,1.36247355932564e-07
"FBXW2",6.27553984966960e-12,-0.35938974278997,0.79,0.853,1.39285606963417e-07
"C5orf15",6.27958081469622e-12,-0.319815962119969,0.581,0.707,1.39375296182183e-07
"AGFG2",6.3106343711289e-12,0.984220348629945,0.314,0.234,1.40064529867206e-07
"RNF141",6.32074436676285e-12,0.55602773366121,0.826,0.819,1.40288921220301e-07
"CASP9",6.35154892723178e-12,1.6435386366025,0.226,0.157,1.40972628439909e-07
"CUEDC1",6.4697162208474e-12,-0.490767746930663,0.216,0.301,1.43595351521708e-07
"FAHD2B",6.50241729948147e-12,1.01525796386701,0.249,0.172,1.44321151961991e-07
"C7orf61",6.55665604805207e-12,0.947792420141193,0.161,0.094,1.45524980986516e-07
"PLD6",6.62394326587684e-12,-0.442982792640155,0.291,0.371,1.47018420786136e-07
"DDIT3",6.78093888566238e-12,1.8083569678788,0.536,0.451,1.50502938567277e-07
"EXOC7",6.81846418609944e-12,-0.388090770833701,0.817,0.871,1.51335812610477e-07
"GPI",6.82939481215362e-12,0.41112010552546,0.99,0.993,1.5157841785575e-07
"GBA2",6.90343268767847e-12,-0.412420866750154,0.36,0.458,1.53221688503024e-07
"FGFR1OP2",6.94295597027033e-12,-0.45976206617899,0.477,0.584,1.5409890776015e-07
"CCT5",7.13066430088032e-12,-0.51061137924605,0.761,0.832,1.58265094158039e-07
"DNAJA4",7.20973326690602e-12,0.516834269445312,0.127,0.196,1.60020029858979e-07
"THBS1",7.22727380935553e-12,-0.590825105026181,0.068,0.12,1.60409342198646e-07
"PCDH20",7.24657870984096e-12,-0.651386496043908,0.042,0.085,1.6083781446492e-07
"ID2",7.27241472370464e-12,0.17221074794381,0.658,0.587,1.61411244792624e-07
"TCF20",7.28541717470490e-12,0.230820133810514,0.294,0.392,1.61699834192575e-07
"KIAA0556",7.36635963927761e-12,0.447378355622813,0.374,0.286,1.63496352193766e-07
"PGLS",7.44518265718883e-12,0.61848696787272,0.626,0.585,1.65245829076306e-07
"GLB1L2",7.47868464708754e-12,-0.310623254324565,0.097,0.159,1.65989405742108e-07
"GALR1",7.60290955794688e-12,2.4270067376113,0.12,0.063,1.68746577638631e-07
"MSN",7.60452501659787e-12,0.197384254803136,0.714,0.584,1.6878243274339e-07
"SELV",7.64341146575683e-12,2.92740275943401,0.056,0.017,1.69645517482473e-07
"SLITRK3",7.69988701867254e-12,0.26728797536375,0.453,0.359,1.70898992379437e-07
"IMPDH2",7.80312892624855e-12,-0.196494288434709,0.687,0.754,1.73190446518086e-07
"NUB1",7.8581772414388e-12,0.763554926625587,0.506,0.428,1.74412243873734e-07
"LAMTOR2",7.92495426704203e-12,-0.421064216820873,0.488,0.577,1.75894359956998e-07
"KLRC2",7.94867816747142e-12,0.190242430774445,0.234,0.325,1.76420911927028e-07
"XRCC6",7.99403051670510e-12,-0.314999093264021,0.856,0.925,1.7742750731827e-07
"HCG4",8.01532450643012e-12,1.44767443789899,0.098,0.046,1.77900127420216e-07
"DHRSX",8.15010138647225e-12,0.769542456273177,0.545,0.484,1.80891500272752e-07
"SAT1",8.28000554942843e-12,-0.328301099513528,0.58,0.669,1.83774723169564e-07
"LOC646762",8.29994116127683e-12,0.494464092331724,0.612,0.549,1.84217194074539e-07
"AP3D1",8.31433971581726e-12,0.407631857568019,0.746,0.688,1.84536769992564e-07
"SPNS1",8.32359402609795e-12,-0.347132539087801,0.321,0.418,1.84742169409244e-07
"ZER1",8.40507736679501e-12,-0.46340606149596,0.321,0.407,1.86550692156015e-07
"PAM",8.42292956156674e-12,-1.23704085083657,0.538,0.592,1.86946921618974e-07
"TET1",8.44808663168215e-12,0.184456830788901,0.265,0.358,1.87505282790185e-07
"GOLGA6L4",8.45230684631615e-12,0.215967099608276,0.112,0.178,1.87598950453987e-07
"ZNF492",8.53508885568781e-12,-0.908897491716013,0.602,0.713,1.89436297151991e-07
"GNPAT",8.72546857312019e-12,-0.291726897857147,0.576,0.672,1.93661774980403e-07
"ASAH2B",8.87258064996498e-12,-0.185119455841467,0.098,0.16,1.96926927525973e-07
"HOXA2",8.92855254005851e-12,2.07792375343056,0.114,0.058,1.98169223626599e-07
"HIST1H2BF",8.94994090898333e-12,-0.2020243925561,0.049,0.095,1.98643938474885e-07
"DDX5",8.95148046952463e-12,0.239189659233933,0.995,0.996,1.98678109021099e-07
"SNX9",8.97307179117174e-12,0.143415548347237,0.164,0.241,1.99157328405057e-07
"DRG2",9.07227215510085e-12,0.699275798450526,0.386,0.301,2.01359080482463e-07
"CMKLR1",9.51583564311807e-12,-1.94345018926537,0.005,0.024,2.11203972099006e-07
"SNHG3",9.54148144729906e-12,-0.487843717730884,0.523,0.618,2.11773180722803e-07
"F3",9.59209318036104e-12,0.839550119858106,0.664,0.647,2.12896508138113e-07
"TPH1",9.66710833621283e-12,-2.05101182925408,0.016,0.045,2.14561469522244e-07
"ANKIB1",9.71631820391989e-12,0.705280178837885,0.712,0.655,2.15653682536002e-07
"PPIA",9.80920923676204e-12,0.275979266591586,0.996,0.996,2.17715399009933e-07
"PSIMCT-1",9.91504582100993e-12,-0.655753853425421,0.239,0.321,2.20064441997316e-07
"NADSYN1",9.92744289466718e-12,0.590790808540262,0.386,0.3,2.20339595047138e-07
"HOXB7",1.0001775520863e-11,2.17249999858674,0.11,0.056,2.21989407685554e-07
"AKIRIN2",1.03358497075047e-11,-0.138715408068788,0.561,0.688,2.29404184258066e-07
"ARHGAP23",1.05021351491961e-11,-1.65577340044864,0.303,0.373,2.33094889636407e-07
"XKR9",1.05302844427335e-11,0.740926353827386,0.961,0.977,2.33719663206471e-07
"FAM92A1",1.055376282934e-11,-0.312118318746315,0.404,0.503,2.34240765997202e-07
"JARID2",1.08516803191081e-11,-0.219246561595776,0.401,0.497,2.40853044682605e-07
"ABCD3",1.09475889277047e-11,0.756309815089232,0.632,0.582,2.42981736250406e-07
"CDK5R1",1.10566257415582e-11,0.173308409261997,0.227,0.322,2.45401808333884e-07
"NFKB2",1.1260170383143e-11,-0.742506824728133,0.038,0.079,2.49919481653859e-07
"GATAD2A",1.12611413970202e-11,-0.324905923376736,0.454,0.548,2.49941033306864e-07
"NREP",1.12911187842071e-11,0.727076282097219,0.787,0.732,2.50606381415475e-07
"ZFP14",1.19511359120338e-11,1.26964401441512,0.902,0.915,2.65255461567589e-07
"SERP2",1.2145743477332e-11,-0.48006193771004,0.096,0.156,2.69574776479384e-07
"NECAB2",1.21892286520969e-11,-0.954946063300372,0.026,0.06,2.7053992993329e-07
"B4GALNT3",1.22727657501967e-11,-1.42275503305848,0.021,0.053,2.72394035825616e-07
"NHLH1",1.22966633223345e-11,3.26877503145157,0.057,0.018,2.72924442439215e-07
"APOC2",1.23349112090377e-11,-3.16532998639478,0.007,0.028,2.73773354284591e-07
"HOXB5",1.24852164346074e-11,4.01173217870719,0.028,0.001,2.7710937876611e-07
"HDAC10",1.26234309262345e-11,-0.451769347287998,0.11,0.173,2.80177049407775e-07
"TCEB3CL",1.29980768245442e-11,2.32417070908955,0.06,0.019,2.88492315120759e-07
"HLA-DPB1",1.30581836189256e-11,2.45960515948603,0.079,0.033,2.89826385422054e-07
"VASH2",1.31020182159286e-11,-0.248113836069763,0.049,0.095,2.90799294302536e-07
"VAMP5",1.31462457834216e-11,1.23199281297812,0.191,0.124,2.91780925163043e-07
"THRB",1.31524751394297e-11,1.10409030863263,0.151,0.087,2.91919185719641e-07
"TTF1",1.31900981612082e-11,-0.140436828291633,0.374,0.472,2.92754228688016e-07
"PCGF5",1.35275733670307e-11,-0.472742054388456,0.72,0.81,3.00244490881245e-07
"NHLRC1",1.38752598135484e-11,-1.48210739273639,0.073,0.125,3.07961391561707e-07
"SGSM2",1.39382102298166e-11,-0.333257710732518,0.378,0.473,3.09358576050779e-07
"PSMC1",1.3993343188999e-11,-0.281340415648501,0.64,0.759,3.10582252079833e-07
"PRKCA",1.40857950546066e-11,-0.971990294000932,0.84,0.875,3.12634221236993e-07
"BCL2A1",1.40930059419588e-11,-7.21277524164515,0.001,0.015,3.12794266881775e-07
"HK2",1.41085467805062e-11,-0.569390213209283,0.266,0.353,3.13139195793336e-07
"RECK",1.42825558636525e-11,-0.769638010778747,0.198,0.272,3.17001327393766e-07
"GNAS",1.47059367798411e-11,-0.195436996957728,0.937,0.962,3.26398266828572e-07
"CYP39A1",1.47165279133312e-11,-1.48475423959908,0.005,0.023,3.26633337036387e-07
"TSPAN9",1.47536569682015e-11,-1.22340054199228,0.098,0.156,3.27457416409232e-07
"PGM1",1.47754574124759e-11,0.62408240414355,0.48,0.414,3.27941277269902e-07
"SLC35F3",1.47825469748126e-11,-2.35368445376698,0.001,0.015,3.28098630105966e-07
"FBLIM1",1.48834083056912e-11,-0.250279883091345,0.97,0.981,3.30337247344816e-07
"THG1L",1.52240808522219e-11,-0.468819402115737,0.152,0.222,3.37898474515066e-07
"C1orf114",1.52276879210256e-11,-0.273895182360902,0.135,0.206,3.37978533407163e-07
"TMEM241",1.54354744821558e-11,-0.602044209551505,0.554,0.649,3.42590356131448e-07
"DTX2",1.55498735481784e-11,0.300014484125485,0.458,0.368,3.4512944340182e-07
"CASZ1",1.55895795338908e-11,2.04799458199176,0.104,0.051,3.46010717754707e-07
"DDX42",1.56645712191085e-11,-0.391904817810911,0.397,0.494,3.47675158208114e-07
"MYO6",1.57060824131755e-11,0.594306097729151,0.754,0.715,3.4859649916043e-07
"SFPQ",1.59519449783787e-11,-0.324291110991298,0.742,0.771,3.54053418795115e-07
"LOC100129250",1.59646255882516e-11,-0.641184404957461,0.116,0.179,3.54334864931245e-07
"LSMD1",1.60448249925952e-11,-0.504835870002084,0.45,0.528,3.56114890710649e-07
"PFKM",1.62168894249791e-11,-0.307728785012475,0.583,0.667,3.59933860787412e-07
"TMEM135",1.62786513622102e-11,-0.170801672821854,0.354,0.446,3.61304666984255e-07
"TPM3",1.6375944676368e-11,-0.225971049232719,0.965,0.986,3.63464092091988e-07
"ABCC8",1.63815139111718e-11,1.43468624279334,0.126,0.068,3.63587701258458e-07
"HELZ2",1.65301752590179e-11,1.08056637855198,0.498,0.447,3.66887239873902e-07
"FBXO18",1.67002432418568e-11,-0.347331952400923,0.192,0.271,3.70661898753011e-07
"RNGTT",1.67349279404771e-11,-0.2384782328827,0.336,0.44,3.71431725638889e-07
"ZNF559",1.67520594686586e-11,0.938585159403442,0.465,0.385,3.71811959906877e-07
"GAL3ST3",1.69969473362329e-11,-0.651015221494883,0.138,0.202,3.7724724612769e-07
"ARL2BP",1.73971880172691e-11,-0.221711027682388,0.635,0.757,3.86130588043288e-07
"ADCY4",1.74496518048078e-11,-5.8430432809333,0.002,0.016,3.8729502180771e-07
"TMEM209",1.75546640633513e-11,0.767103396681196,0.899,0.902,3.89625768886083e-07
"ADAMTS12",1.75723238581011e-11,-0.669854951151472,0.023,0.056,3.90017728030553e-07
"MIA3",1.79734185726379e-11,-0.287840624620242,0.512,0.602,3.98920025219698e-07
"TDO2",1.80580082032182e-11,-2.35905781658067,0.003,0.018,4.00797492070427e-07
"ZSWIM8-AS1",1.81060541067319e-11,-0.917230898875896,0.066,0.116,4.01863870898915e-07
"STK35",1.81304837113238e-11,-0.163528525231766,0.319,0.41,4.02406085972831e-07
"GYG2",1.82389980246417e-11,-0.677120634861135,0.073,0.125,4.04814561156924e-07
"PARK7",1.82677962312337e-11,-0.162926967240091,0.872,0.911,4.05453737352232e-07
"AK3",1.82866786013672e-11,-0.144192751307618,0.859,0.92,4.05872831557345e-07
"LOC400940",1.82964873823239e-11,0.340904153250897,0.198,0.284,4.06090537450678e-07
"ERGIC2",1.84078829419846e-11,-0.430339929242781,0.551,0.645,4.08562961897349e-07
"C10orf32-AS3MT",1.84427480614263e-11,-0.189617488560972,0.127,0.194,4.09336793223356e-07
"TBC1D10B",1.85544084179867e-11,-0.48224907433773,0.235,0.316,4.11815094837216e-07
"RSBN1L-AS1",1.88160167252281e-11,0.582745439987295,0.55,0.485,4.17621491216438e-07
"FBXL16",1.88939713326163e-11,-0.466866400696098,0.099,0.159,4.1935169372742e-07
"PPIL1",1.91725841095255e-11,-0.166563997100619,0.351,0.466,4.25535504310919e-07
"ISCU",1.93005097067861e-11,-0.374010994520073,0.557,0.662,4.28374812942118e-07
"PSME1",1.93081088360798e-11,0.794351344179943,0.682,0.636,4.28543475616792e-07
"ERVK13-1",1.93306650274211e-11,0.821900924789619,0.794,0.776,4.29044110283611e-07
"PRODH",1.93647537796223e-11,1.64099126118649,0.107,0.054,4.29800710138716e-07
"TIFA",1.9463620879515e-11,2.06748330693432,0.095,0.045,4.31995065420836e-07
"ICA1",1.96239124854537e-11,-0.562516428619384,0.177,0.253,4.35552737614645e-07
"ADK",1.9901693731223e-11,-0.267346653507944,0.309,0.413,4.41718092364493e-07
"TFAP2A",2.03200697408292e-11,1.39436026506427,0.193,0.126,4.51003947897703e-07
"PRPH2",2.06618233819578e-11,-0.848102037128022,0.017,0.045,4.58589169962554e-07
"CACNA2D1",2.06921116444368e-11,0.58330512145351,0.15,0.225,4.59261417948275e-07
"COX16",2.11508191267561e-11,-0.168961777786066,0.552,0.674,4.69442430518351e-07
"HAX1",2.12075063913635e-11,-0.384644191928755,0.517,0.612,4.70700604356313e-07
"ZNF528",2.12726270604035e-11,1.18084532650186,0.775,0.778,4.72145957605656e-07
"GTPBP10",2.16238720974005e-11,0.677888737695823,0.801,0.786,4.79941841201804e-07
"TXNRD1",2.16689996478314e-11,-0.11520884087169,0.514,0.609,4.80943447183618e-07
"P4HA2",2.18966913959629e-11,-0.691776907826271,0.075,0.128,4.85997065533398e-07
"SMOX",2.19107435698517e-11,1.19079999267826,0.359,0.293,4.86308953532858e-07
"STARD9",2.19290785270354e-11,-0.229173173060158,0.32,0.413,4.86715897907552e-07
"SLC11A2",2.20125165128941e-11,-0.314116260040472,0.75,0.815,4.88567804003685e-07
"CRYBB2P1",2.21002686916512e-11,-0.303711676651259,0.792,0.851,4.90515463611199e-07
"HAUS1",2.23290826456527e-11,-0.356720870972745,0.375,0.469,4.95593989320262e-07
"SEC31B",2.25251490345553e-11,-0.728232966780155,0.215,0.293,4.99945682821955e-07
"CTNND2",2.25722546309092e-11,-0.494402197296784,0.579,0.644,5.0099119153303e-07
"AZGP1",2.26396986145156e-11,0.889561408973817,0.084,0.036,5.02488110749173e-07
"PPP1R1C",2.26415632695005e-11,1.3927257775759,0.118,0.063,5.02529496766564e-07
"PMS2P1",2.26926374276018e-11,0.56077961426683,0.535,0.462,5.03663087705623e-07
"TCEB3CL2",2.26929412870841e-11,2.00509991559296,0.078,0.032,5.03669831866832e-07
"GLRX5",2.29080622418281e-11,-0.370257647946933,0.116,0.179,5.08444441457375e-07
"CTDNEP1",2.30228157338618e-11,-0.533823335657905,0.309,0.396,5.10991395213063e-07
"GPR87",2.32974577232617e-11,2.12213143799586,0.061,0.02,5.17087074167793e-07
"MAU2",2.35625129106711e-11,0.470905702878672,0.654,0.579,5.22969974052345e-07
"NBPF24",2.35930068140643e-11,0.470140643478383,0.883,0.838,5.23646786238156e-07
"ANKRD39",2.37358510494099e-11,-0.569863659856548,0.314,0.402,5.26817214041652e-07
"LOC730101",2.40751715529013e-11,-0.972567666409232,0.133,0.199,5.34348432616645e-07
"ZNF470",2.42410579435494e-11,1.62000305973174,0.39,0.324,5.38030281057079e-07
"VPS72",2.49569372891761e-11,-0.513570779422473,0.593,0.659,5.53919223133263e-07
"IQCG",2.50178490191915e-11,0.786510850222458,0.285,0.203,5.55271158980956e-07
"BMPR1B",2.50740301551013e-11,0.406302783546037,0.226,0.146,5.56518099292473e-07
"GCFC2",2.55150436604669e-11,0.115361799259726,0.406,0.511,5.66306394044062e-07
"NRAS",2.58534241669846e-11,-0.178777673264854,0.599,0.694,5.73816749386222e-07
"LOC93622",2.59485472735238e-11,-0.32681983175852,0.181,0.257,5.75928006735861e-07
"EAF2",2.61143006059328e-11,1.31934833361457,0.093,0.043,5.79606901948679e-07
"SPARCL1",2.61599287036478e-11,-0.20170112380657,0.591,0.476,5.80619617577462e-07
"SCARB1",2.64307275970538e-11,-0.448956526846135,0.375,0.458,5.8662999901661e-07
"B4GALNT4",2.66821523593099e-11,-0.513538741074071,0.352,0.442,5.92210371614884e-07
"MYT1L",2.67655662220577e-11,2.46270398745517,0.114,0.061,5.94061742298571e-07
"HMGXB4",2.67943872580387e-11,-0.146731936319746,0.35,0.456,5.94701425192169e-07
"ELOVL1",2.68416689876301e-11,0.926867431146915,0.374,0.298,5.9575084318045e-07
"CREB3",2.69130410606932e-11,-0.309115181969069,0.453,0.559,5.97334946342086e-07
"PLTP",2.69515168468386e-11,0.725740545387638,0.486,0.423,5.98188916415583e-07
"HEATR1",2.70259477166912e-11,-0.44032282204673,0.372,0.446,5.99840909571962e-07
"UCHL3",2.76900764624355e-11,-0.363724563057033,0.347,0.451,6.14581247083756e-07
"SNTG1",2.78031993718994e-11,-0.616671766587427,0.374,0.464,6.17092010059307e-07
"SMARCE1",2.78772783617122e-11,-0.206248297322849,0.743,0.834,6.18736193238202e-07
"LCMT1",2.835394375646e-11,-0.280821142334401,0.472,0.576,6.29315781674629e-07
"BCL2L12",2.85319256801454e-11,1.08709851676482,0.169,0.104,6.33266090470828e-07
"SYTL2",2.88424409395956e-11,1.7245670200018,0.21,0.145,6.40157976654324e-07
